CompetitionID,Season,StartDate,EndDate,GolferID,Position,GolferScore
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,200,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,231,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,165,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,95,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,58,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,77,MC,Evs
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,75,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,410,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,107,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,91,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,66,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,1057,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,152,MC,+1
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,189,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,105,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,149,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,122,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,222,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,70,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,121,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,159,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,72,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,111,MC,+2
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,74,MC,+3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,181,MC,+3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,127,MC,+3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,214,MC,+3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,211,MC,+3
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,5,MC,+4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,47,MC,+4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,118,MC,+4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,43,MC,+4
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,134,MC,+5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,117,MC,+5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,106,MC,+5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,413,MC,+5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,1043,MC,+5
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,99,MC,+6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,178,MC,+6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,129,MC,+6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,26,MC,+6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,198,MC,+6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,79,MC,+6
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,140,MC,+7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,217,MC,+7
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,123,MC,+8
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,234,MC,+9
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,199,MC,+13
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,42,WD,DNF
1,2019,2019-09-12T00:00:00, 2019-09-15T00:00:00,188,WD,DNF
